Time(s)	ST-1	ST-2	ST-3	ST-4	SP-1	SC-1	AB-1	AVE-1	AR-1
0.000	32.553	112.097	59.508	62.708	4.079	34.480	1.250	1.000	0.000
0.900	32.543	112.553	59.539	62.726	4.079	34.522	1.250	1.000	0.000
1.000	32.544	112.587	59.539	62.726	4.079	34.545	1.250	1.000	0.000
2.000	32.532	112.725	59.454	62.654	4.079	34.524	1.250	1.000	1.000
3.000	32.526	112.604	59.254	62.456	4.079	34.800	1.250	1.000	1.000
4.000	32.515	112.544	58.965	62.175	4.079	35.088	1.250	1.000	1.000
5.000	32.508	112.841	58.623	61.813	4.079	35.321	1.250	1.000	0.000
6.000	32.502	113.625	58.266	61.475	4.079	35.301	1.250	1.000	0.000
7.000	32.497	114.693	57.923	61.131	4.079	35.255	1.250	1.000	0.000
8.000	32.490	115.721	57.578	60.798	4.079	35.279	1.250	1.000	0.000
9.000	32.483	116.513	57.234	60.472	4.079	35.260	1.250	1.000	0.000
10.000	32.472	117.001	56.877	60.119	4.080	35.375	1.250	1.000	0.000
11.000	32.463	117.136	56.496	59.759	4.080	35.474	1.250	1.000	1.000
12.000	32.456	116.953	56.098	59.372	4.079	35.695	1.250	1.000	1.000
13.000	32.450	116.696	55.694	58.974	4.079	35.878	1.250	1.000	1.000
14.000	32.449	116.701	55.303	58.576	4.079	35.968	1.250	1.000	0.000
15.000	32.444	117.156	54.944	58.215	4.079	36.032	1.250	1.000	0.000
16.000	32.440	117.992	54.626	57.901	4.080	35.935	1.250	1.000	0.000
17.000	32.429	118.913	54.355	57.626	4.079	35.770	1.250	1.000	0.000
18.000	32.421	119.673	54.102	57.363	4.078	35.615	1.250	1.000	0.000
19.000	32.415	120.148	53.857	57.109	4.077	35.592	1.250	1.000	0.000
20.000	32.409	120.293	53.609	56.859	4.076	35.607	1.250	1.000	0.000
21.000	32.393	120.104	53.347	56.621	4.076	35.693	1.250	1.000	1.000
22.000	32.392	119.722	53.078	56.371	4.079	35.891	1.250	1.000	1.000
23.000	32.385	119.478	52.814	56.120	4.080	36.066	1.250	1.000	1.000
24.000	32.393	119.630	52.579	55.879	4.080	36.265	1.250	1.000	0.000
25.000	32.395	120.232	52.378	55.673	4.080	36.252	1.250	1.000	0.000
26.000	32.394	121.052	52.209	55.512	4.080	36.144	1.250	1.000	0.000
27.000	32.394	121.802	52.070	55.377	4.080	36.068	1.250	1.000	0.000
28.000	32.398	122.329	51.935	55.250	4.080	36.059	1.250	1.000	0.000
29.000	32.400	122.543	51.795	55.104	4.080	35.942	1.250	1.000	0.000
30.000	32.403	122.416	51.633	54.952	4.079	36.020	1.250	1.000	1.000
31.000	32.403	122.008	51.464	54.797	4.079	35.998	1.250	1.000	1.000
32.000	32.403	121.591	51.287	54.613	4.078	36.189	1.250	1.000	1.000
33.000	32.411	121.468	51.116	54.431	4.078	36.233	1.250	1.000	0.000
34.000	32.420	121.822	50.975	54.285	4.078	36.295	1.250	1.000	0.000
35.000	32.422	122.553	50.866	54.163	4.078	36.187	1.250	1.000	0.000
36.000	32.427	123.346	50.788	54.102	4.078	36.095	1.250	1.000	0.000
37.000	32.434	123.974	50.722	54.043	4.078	36.201	1.250	1.000	0.000
38.000	32.441	124.319	50.674	54.006	4.077	36.077	1.250	1.000	0.000
39.000	32.444	124.334	50.668	54.010	4.077	35.860	1.250	1.000	0.000
40.000	32.448	124.022	50.685	54.047	4.077	35.728	1.250	1.000	1.000
41.000	32.453	123.512	50.728	54.083	4.077	35.809	1.250	1.000	1.000
42.000	32.457	123.131	50.793	54.142	4.076	35.725	1.250	1.000	1.000
43.000	32.461	123.147	50.891	54.221	4.076	35.860	1.250	1.000	0.000
44.000	32.469	123.663	51.025	54.341	4.076	36.003	1.250	1.000	0.000
45.000	32.478	124.427	51.218	54.544	4.076	35.947	1.250	1.000	0.000
46.000	32.482	125.147	51.505	54.827	4.078	35.634	1.250	1.000	0.000
47.000	32.482	125.645	51.869	55.180	4.082	35.403	1.250	1.000	0.000
48.000	32.485	125.824	52.291	55.605	4.085	35.223	1.250	1.000	0.000
49.000	32.495	125.677	52.727	56.048	4.088	34.944	1.250	1.000	1.000
50.000	32.505	125.232	53.156	56.455	4.089	34.938	1.250	1.000	1.000
51.000	32.508	124.709	53.563	56.855	4.091	35.123	1.250	1.000	1.000
52.000	32.515	124.444	53.961	57.224	4.092	35.390	1.250	1.000	0.000
53.000	32.522	124.681	54.380	57.631	4.092	35.434	1.250	1.000	0.000
54.000	32.528	125.318	54.832	58.072	4.093	35.361	1.250	1.000	0.000
55.000	32.534	126.027	55.300	58.532	4.093	35.190	1.250	1.000	0.000
56.000	32.542	126.589	55.750	58.981	4.093	35.096	1.250	1.000	0.000
57.000	32.548	126.879	56.146	59.371	4.092	34.930	1.250	1.000	0.000
58.000	32.553	126.834	56.462	59.692	4.092	34.797	1.250	1.000	0.000
59.000	32.549	126.458	56.676	59.912	4.091	34.744	1.250	1.000	1.000
60.000	32.546	125.870	56.801	60.026	4.090	35.021	1.250	1.000	1.000
61.000	32.546	125.382	56.848	60.079	4.089	35.426	1.250	1.000	1.000
62.000	32.551	125.302	56.888	60.097	4.089	35.596	1.250	1.000	0.000
63.000	32.556	125.683	56.992	60.190	4.088	35.538	1.250	1.000	0.000
64.000	32.555	126.297	57.177	60.378	4.087	35.337	1.250	1.000	0.000
65.000	32.553	126.895	57.418	60.603	4.086	35.151	1.250	1.000	0.000
66.000	32.550	127.294	57.686	60.864	4.085	35.065	1.250	1.000	0.000
67.000	32.548	127.398	57.950	61.129	4.084	34.953	1.250	1.000	0.000
68.000	32.546	127.179	58.193	61.377	4.084	34.920	1.250	1.000	1.000
69.000	32.541	126.661	58.399	61.584	4.082	35.093	1.250	1.000	1.000
70.000	32.536	126.113	58.576	61.757	4.081	35.153	1.250	1.000	1.000
71.000	32.538	125.848	58.748	61.914	4.080	35.291	1.250	1.000	0.000
72.000	32.533	126.088	58.949	62.095	4.079	35.226	1.250	1.000	0.000
73.000	32.531	126.715	59.178	62.324	4.078	35.137	1.250	1.000	0.000
74.000	32.525	127.398	59.432	62.570	4.077	34.960	1.250	1.000	0.000
75.000	32.519	127.906	59.674	62.798	4.076	34.855	1.250	1.000	0.000
76.000	32.516	128.128	59.902	63.012	4.074	34.654	1.250	1.000	0.000
77.000	32.505	128.016	60.099	63.192	4.073	34.541	1.250	1.000	0.000
78.000	32.489	127.582	60.251	63.348	4.072	34.527	1.250	1.000	1.000
79.000	32.481	126.990	60.366	63.447	4.070	34.580	1.250	1.000	1.000
80.000	32.469	126.564	60.462	63.529	4.069	34.771	1.250	1.000	1.000
81.000	32.465	126.587	60.579	63.622	4.068	34.936	1.250	1.000	0.000
82.000	32.456	127.086	60.738	63.779	4.067	34.915	1.250	1.000	0.000
83.000	32.445	127.784	60.940	63.970	4.066	34.867	1.250	1.000	0.000
84.000	32.433	128.393	61.161	64.183	4.065	34.720	1.250	1.000	0.000
85.000	32.423	128.737	61.370	64.383	4.063	34.602	1.250	1.000	0.000
86.000	32.417	128.756	61.554	64.568	4.062	34.611	1.250	1.000	0.000
87.000	32.405	128.427	61.694	64.729	4.061	34.517	1.250	1.000	1.000
88.000	32.395	127.839	61.791	64.809	4.059	34.662	1.250	1.000	1.000
89.000	32.391	127.255	61.826	64.845	4.058	34.972	1.250	1.000	1.000
90.000	32.389	127.012	61.813	64.815	4.057	35.198	1.250	1.000	0.000
91.000	32.388	127.236	61.773	64.760	4.055	35.422	1.250	1.000	0.000
92.000	32.391	127.774	61.732	64.709	4.054	35.383	1.250	1.000	0.000
93.000	32.390	128.331	61.694	64.663	4.053	35.338	1.250	1.000	0.000
94.000	32.397	128.696	61.640	64.603	4.051	35.256	1.250	1.000	0.000
95.000	32.402	128.771	61.533	64.496	4.050	35.277	1.250	1.000	0.000
96.000	32.401	128.536	61.345	64.325	4.049	35.336	1.250	1.000	1.000
97.000	32.402	128.023	61.053	64.046	4.048	35.531	1.250	1.000	1.000
98.000	32.410	127.461	60.684	63.692	4.046	35.893	1.250	1.000	1.000
99.000	32.414	127.166	60.290	63.276	4.045	36.237	1.250	1.000	0.000
100.000	32.418	127.328	59.951	62.932	4.043	36.191	1.250	1.000	0.000
101.000	32.424	127.803	59.699	62.683	4.042	35.937	1.250	1.000	0.000
102.000	32.431	128.322	59.501	62.489	4.041	35.795	1.250	1.000	0.000
103.000	32.434	128.686	59.295	62.297	4.039	35.742	1.250	1.000	0.000
104.000	32.440	128.781	59.060	62.075	4.038	35.774	1.250	1.000	0.000
105.000	32.449	128.561	58.790	61.813	4.037	35.808	1.250	1.000	1.000
106.000	32.451	128.038	58.479	61.508	4.035	35.938	1.250	1.000	1.000
107.000	32.451	127.394	58.137	61.166	4.034	36.091	1.250	1.000	1.000
108.000	32.459	126.951	57.792	60.837	4.032	36.274	1.250	1.000	1.000
109.000	32.463	126.961	57.469	60.493	4.031	36.306	1.250	1.000	0.000
110.000	32.472	127.419	57.191	60.210	4.030	36.231	1.250	1.000	0.000
111.000	32.475	128.057	56.951	59.978	4.028	36.215	1.250	1.000	0.000
112.000	32.481	128.616	56.743	59.780	4.027	36.181	1.250	1.000	0.000
113.000	32.487	128.930	56.541	59.569	4.026	36.126	1.250	1.000	0.000
114.000	32.493	128.940	56.338	59.374	4.024	36.124	1.250	1.000	0.000
115.000	32.501	128.625	56.124	59.178	4.023	36.055	1.250	1.000	1.000
116.000	32.502	128.034	55.894	58.954	4.022	36.088	1.250	1.000	1.000
117.000	32.506	127.464	55.656	58.704	4.020	36.301	1.250	1.000	1.000
118.000	32.513	127.211	55.436	58.460	4.019	36.377	1.250	1.000	0.000
119.000	32.531	127.431	55.248	58.284	4.018	36.411	1.250	1.000	0.000
120.000	32.546	127.986	55.103	58.146	4.016	36.158	1.250	1.000	0.000
121.000	32.549	128.576	54.987	58.026	4.015	36.054	1.250	1.000	0.000
122.000	32.554	128.992	54.883	57.917	4.013	35.944	1.250	1.000	0.000
123.000	32.566	129.122	54.772	57.806	4.012	35.900	1.250	1.000	0.000
124.000	32.571	128.923	54.648	57.687	4.011	35.858	1.250	1.000	1.000
125.000	32.573	128.417	54.500	57.554	4.010	35.810	1.250	1.000	1.000
126.000	32.579	127.800	54.335	57.397	4.008	35.934	1.250	1.000	1.000
127.000	32.589	127.391	54.169	57.228	4.006	36.140	1.250	1.000	1.000
128.000	32.598	127.426	54.031	57.077	4.005	36.329	1.250	1.000	0.000
129.000	32.611	127.862	53.927	56.981	4.004	36.167	1.250	1.000	0.000
130.000	32.616	128.438	53.850	56.911	4.002	36.082	1.250	1.000	0.000
131.000	32.616	128.905	53.790	56.849	4.001	35.780	1.250	1.000	0.000
132.000	32.623	129.123	53.726	56.785	4.000	35.729	1.250	1.000	0.000
133.000	32.628	129.043	53.651	56.716	3.998	35.745	1.250	1.000	0.000
134.000	32.628	128.638	53.550	56.639	3.997	35.653	1.250	1.000	1.000
135.000	32.627	128.008	53.434	56.512	3.995	35.709	1.250	1.000	1.000
136.000	32.624	127.454	53.304	56.383	3.994	35.812	1.250	1.000	1.000
137.000	32.635	127.293	53.192	56.262	3.992	35.902	1.250	1.000	0.000
138.000	32.639	127.609	53.101	56.162	3.991	35.927	1.250	1.000	0.000
139.000	32.644	128.173	53.043	56.104	3.990	35.859	1.250	1.000	0.000
140.000	32.654	128.713	53.006	56.068	3.988	35.707	1.250	1.000	0.000
141.000	32.656	129.031	52.966	56.022	3.987	35.728	1.250	1.000	0.000
142.000	32.663	129.062	52.918	55.983	3.985	35.783	1.250	1.000	0.000
143.000	32.667	128.782	52.855	55.926	3.984	35.825	1.250	1.000	1.000
144.000	32.675	128.226	52.770	55.862	3.983	35.952	1.250	1.000	1.000
145.000	32.682	127.650	52.673	55.756	3.985	36.010	1.250	1.000	1.000
146.000	32.686	127.370	52.575	55.642	3.987	36.175	1.250	1.000	0.000
147.000	32.695	127.561	52.505	55.586	3.991	36.057	1.250	1.000	0.000
148.000	32.700	128.081	52.464	55.537	3.994	35.922	1.250	1.000	0.000
149.000	32.701	128.658	52.447	55.522	3.997	35.761	1.250	1.000	0.000
150.000	32.704	129.083	52.432	55.523	3.998	35.606	1.250	1.000	0.000
151.000	32.709	129.243	52.409	55.487	3.999	35.590	1.250	1.000	0.000
152.000	32.711	129.089	52.366	55.460	4.000	35.702	1.250	1.000	0.000
153.000	32.711	128.608	52.297	55.419	4.001	35.614	1.250	1.000	1.000
154.000	32.712	127.957	52.203	55.325	4.002	35.792	1.250	1.000	1.000
155.000	32.710	127.445	52.102	55.223	4.002	35.968	1.250	1.000	1.000
156.000	32.723	127.361	52.021	55.132	4.003	36.192	1.250	1.000	0.000
157.000	32.722	127.740	51.969	55.076	4.004	36.237	1.250	1.000	0.000
158.000	32.730	128.372	51.956	55.073	4.005	36.092	1.250	1.000	0.000
159.000	32.730	128.962	51.956	55.074	4.005	35.983	1.250	1.000	0.000
160.000	32.733	129.323	51.957	55.082	4.006	35.861	1.250	1.000	0.000
161.000	32.734	129.389	51.940	55.077	4.007	35.891	1.250	1.000	0.000
162.000	32.736	129.144	51.901	55.059	4.007	35.832	1.250	1.000	1.000
163.000	32.736	128.593	51.842	55.010	4.008	35.805	1.250	1.000	1.000
164.000	32.736	127.955	51.762	54.923	4.008	35.839	1.250	1.000	1.000
165.000	32.740	127.561	51.679	54.841	4.009	36.044	1.250	1.000	1.000
166.000	32.748	127.626	51.613	54.755	4.010	36.173	1.250	1.000	0.000
167.000	32.750	128.119	51.581	54.715	4.011	36.087	1.250	1.000	0.000
168.000	32.758	128.750	51.575	54.712	4.011	35.933	1.250	1.000	0.000
169.000	32.761	129.252	51.583	54.723	4.012	35.914	1.250	1.000	0.000
170.000	32.770	129.503	51.583	54.728	4.013	35.790	1.250	1.000	0.000
171.000	32.767	129.448	51.570	54.707	4.013	35.769	1.250	1.000	0.000
172.000	32.764	129.068	51.526	54.692	4.014	35.750	1.250	1.000	1.000
173.000	32.763	128.454	51.465	54.631	4.014	35.813	1.250	1.000	1.000
174.000	32.764	127.907	51.389	54.552	4.014	36.067	1.250	1.000	1.000
175.000	32.769	127.712	51.319	54.477	4.015	36.161	1.250	1.000	0.000
176.000	32.773	127.991	51.275	54.443	4.016	36.027	1.250	1.000	0.000
177.000	32.773	128.554	51.254	54.429	4.017	35.806	1.250	1.000	0.000
178.000	32.775	129.128	51.257	54.430	4.017	35.732	1.250	1.000	0.000
179.000	32.776	129.498	51.264	54.449	4.018	35.621	1.250	1.000	0.000
180.000	32.779	129.586	51.261	54.440	4.018	35.524	1.250	1.000	0.000
181.000	32.772	129.340	51.239	54.438	4.019	35.445	1.250	1.000	1.000
182.000	32.769	128.794	51.194	54.407	4.019	35.533	1.250	1.000	1.000
183.000	32.770	128.170	51.130	54.330	4.019	35.822	1.250	1.000	1.000
184.000	32.769	127.805	51.054	54.240	4.020	35.948	1.250	1.000	0.000
185.000	32.770	127.900	51.004	54.179	4.020	35.949	1.250	1.000	0.000
186.000	32.772	128.391	50.978	54.172	4.021	35.846	1.250	1.000	0.000
187.000	32.778	128.979	50.985	54.188	4.021	35.805	1.250	1.000	0.000
188.000	32.769	129.431	50.995	54.203	4.022	35.665	1.250	1.000	0.000
189.000	32.767	129.626	51.008	54.219	4.023	35.564	1.250	1.000	0.000
190.000	32.766	129.511	50.997	54.220	4.023	35.496	1.250	1.000	0.000
191.000	32.767	129.097	50.965	54.211	4.024	35.623	1.250	1.000	1.000
192.000	32.767	128.486	50.912	54.160	4.024	35.764	1.250	1.000	1.000
193.000	32.762	128.004	50.847	54.092	4.024	35.892	1.250	1.000	1.000
194.000	32.763	127.907	50.789	54.006	4.025	36.124	1.250	1.000	0.000
195.000	32.767	128.264	50.762	53.995	4.025	36.098	1.250	1.000	0.000
196.000	32.762	128.860	50.762	54.007	4.026	35.985	1.250	1.000	0.000
197.000	32.757	129.432	50.773	54.016	4.026	35.776	1.250	1.000	0.000
198.000	32.758	129.779	50.784	54.022	4.027	35.674	1.250	1.000	0.000
199.000	32.756	129.813	50.781	54.004	4.027	35.748	1.250	1.000	0.000
200.000	32.754	129.520	50.766	54.000	4.028	35.714	1.250	1.000	1.000
201.000	32.751	128.935	50.724	53.960	4.028	35.759	1.250	1.000	1.000
202.000	32.750	128.306	50.669	53.896	4.028	35.992	1.250	1.000	1.000
203.000	32.750	127.949	50.611	53.843	4.031	36.127	1.250	1.000	0.000
204.000	32.757	128.063	50.567	53.793	4.034	36.193	1.250	1.000	0.000
205.000	32.763	128.555	50.555	53.789	4.036	36.051	1.250	1.000	0.000
206.000	32.761	129.123	50.561	53.802	4.038	35.864	1.250	1.000	0.000
207.000	32.765	129.540	50.576	53.811	4.038	35.890	1.250	1.000	0.000
208.000	32.771	129.701	50.586	53.829	4.037	35.811	1.250	1.000	0.000
209.000	32.771	129.556	50.574	53.821	4.037	35.801	1.250	1.000	0.000
210.000	32.770	129.087	50.543	53.814	4.037	35.769	1.250	1.000	1.000
211.000	32.769	128.421	50.491	53.760	4.037	35.922	1.250	1.000	1.000
212.000	32.775	127.887	50.426	53.703	4.038	36.132	1.250	1.000	1.000
213.000	32.783	127.751	50.378	53.635	4.038	36.176	1.250	1.000	0.000
214.000	32.789	128.104	50.358	53.603	4.039	36.068	1.250	1.000	0.000
215.000	32.793	128.707	50.360	53.608	4.039	36.050	1.250	1.000	0.000
216.000	32.793	129.275	50.381	53.698	4.040	35.893	1.250	1.000	0.000
217.000	32.795	129.640	50.403	53.745	4.040	35.762	1.250	1.000	0.000
218.000	32.796	129.718	50.405	53.753	4.041	35.748	1.250	1.000	0.000
219.000	32.794	129.494	50.392	53.748	4.041	35.643	1.250	1.000	1.000
220.000	32.793	128.970	50.357	53.723	4.041	35.615	1.250	1.000	1.000
221.000	32.788	128.318	50.303	53.647	4.042	35.613	1.250	1.000	1.000
222.000	32.782	127.883	50.247	53.572	4.042	35.717	1.250	1.000	1.000
223.000	32.783	127.890	50.208	53.507	4.043	35.877	1.250	1.000	0.000
224.000	32.780	128.347	50.192	53.498	4.043	35.831	1.250	1.000	0.000
225.000	32.781	128.991	50.210	53.518	4.044	35.732	1.250	1.000	0.000
226.000	32.779	129.543	50.232	53.537	4.044	35.570	1.250	1.000	0.000
227.000	32.776	129.860	50.251	53.554	4.044	35.531	1.250	1.000	0.000
228.000	32.769	129.853	50.247	53.520	4.045	35.499	1.250	1.000	0.000
229.000	32.768	129.518	50.229	53.529	4.045	35.529	1.250	1.000	1.000
230.000	32.765	128.908	50.190	53.485	4.045	35.564	1.250	1.000	1.000
231.000	32.763	128.278	50.134	53.414	4.046	35.840	1.250	1.000	1.000
232.000	32.763	127.950	50.084	53.349	4.046	36.040	1.250	1.000	0.000
233.000	32.764	128.099	50.051	53.317	4.046	35.977	1.250	1.000	0.000
234.000	32.769	128.618	50.046	53.321	4.047	35.961	1.250	1.000	0.000
235.000	32.768	129.225	50.059	53.321	4.047	35.911	1.250	1.000	0.000
236.000	32.770	129.684	50.081	53.356	4.048	35.748	1.250	1.000	0.000
237.000	32.767	129.853	50.102	53.370	4.048	35.673	1.250	1.000	0.000
238.000	32.768	129.716	50.099	53.366	4.048	35.682	1.250	1.000	0.000
239.000	32.760	129.262	50.068	53.360	4.049	35.757	1.250	1.000	1.000
240.000	32.760	128.636	50.025	53.318	4.049	35.784	1.250	1.000	1.000
241.000	32.762	128.174	49.964	53.274	4.049	35.836	1.250	1.000	1.000
242.000	32.763	128.124	49.916	53.210	4.050	35.928	1.250	1.000	0.000
243.000	32.766	128.511	49.891	53.176	4.050	35.862	1.250	1.000	0.000
244.000	32.768	129.057	49.891	53.173	4.051	35.841	1.250	1.000	0.000
245.000	32.764	129.517	49.902	53.174	4.051	35.733	1.250	1.000	0.000
246.000	32.767	129.751	49.913	53.185	4.051	35.726	1.250	1.000	0.000
247.000	32.772	129.696	49.913	53.178	4.052	35.697	1.250	1.000	0.000
248.000	32.769	129.325	49.889	53.194	4.052	35.591	1.250	1.000	1.000
249.000	32.765	128.714	49.847	53.137	4.052	35.559	1.250	1.000	1.000
250.000	32.765	128.157	49.792	53.082	4.052	35.742	1.250	1.000	1.000
251.000	32.773	127.949	49.746	53.019	4.053	35.765	1.250	1.000	0.000
252.000	32.776	128.209	49.717	52.984	4.053	35.755	1.250	1.000	0.000
253.000	32.777	128.757	49.722	52.996	4.054	35.596	1.250	1.000	0.000
254.000	32.774	129.320	49.741	53.016	4.054	35.587	1.250	1.000	0.000
255.000	32.777	129.710	49.758	53.031	4.055	35.438	1.250	1.000	0.000
256.000	32.777	129.815	49.769	53.036	4.055	35.172	1.250	1.000	0.000
257.000	32.774	129.604	49.762	53.050	4.055	35.143	1.250	1.000	1.000
258.000	32.774	129.091	49.731	53.024	4.055	35.171	1.250	1.000	1.000
259.000	32.769	128.434	49.677	52.978	4.055	35.337	1.250	1.000	1.000
260.000	32.770	128.003	49.622	52.919	4.056	35.455	1.250	1.000	1.000
261.000	32.772	128.029	49.590	52.858	4.056	35.552	1.250	1.000	0.000
262.000	32.771	128.478	49.576	52.846	4.056	35.528	1.250	1.000	0.000
263.000	32.766	129.066	49.585	52.851	4.057	35.468	1.250	1.000	0.000
264.000	32.765	129.538	49.607	52.868	4.057	35.284	1.250	1.000	0.000
265.000	32.758	129.761	49.620	52.890	4.058	35.326	1.250	1.000	0.000
266.000	32.760	129.686	49.624	52.897	4.058	35.354	1.250	1.000	0.000
267.000	32.755	129.287	49.607	52.896	4.058	35.326	1.250	1.000	1.000
268.000	32.751	128.645	49.572	52.854	4.058	35.400	1.250	1.000	1.000
269.000	32.744	128.067	49.518	52.801	4.058	35.425	1.250	1.000	1.000
270.000	32.741	127.831	49.477	52.750	4.059	35.498	1.250	1.000	0.000
271.000	32.737	128.099	49.461	52.746	4.059	35.435	1.250	1.000	0.000
272.000	32.728	128.688	49.469	52.750	4.060	35.268	1.250	1.000	0.000
273.000	32.717	129.295	49.497	52.783	4.060	35.118	1.250	1.000	0.000
274.000	32.705	129.728	49.530	52.817	4.060	35.102	1.250	1.000	0.000
275.000	32.702	129.887	49.554	52.839	4.061	35.093	1.250	1.000	0.000
276.000	32.689	129.715	49.562	52.848	4.061	35.097	1.250	1.000	0.000
277.000	32.676	129.235	49.548	52.854	4.061	35.276	1.250	1.000	1.000
278.000	32.671	128.580	49.516	52.824	4.061	35.481	1.250	1.000	1.000
279.000	32.659	128.083	49.473	52.779	4.061	35.663	1.250	1.000	1.000
280.000	32.650	128.014	49.441	52.736	4.062	35.622	1.250	1.000	0.000
281.000	32.647	128.404	49.433	52.738	4.062	35.494	1.250	1.000	0.000
282.000	32.639	128.994	49.446	52.763	4.063	35.393	1.250	1.000	0.000
283.000	32.628	129.521	49.467	52.786	4.063	35.219	1.250	1.000	0.000
284.000	32.616	129.818	49.481	52.791	4.063	35.068	1.250	1.000	0.000
285.000	32.606	129.821	49.487	52.792	4.063	35.043	1.250	1.000	0.000
286.000	32.590	129.498	49.479	52.804	4.064	34.986	1.250	1.000	1.000
287.000	32.583	128.896	49.449	52.781	4.064	35.093	1.250	1.000	1.000
288.000	32.569	128.271	49.404	52.712	4.064	35.123	1.250	1.000	1.000
289.000	32.557	127.937	49.364	52.669	4.064	35.381	1.250	1.000	0.000
290.000	32.548	128.068	49.342	52.635	4.065	35.436	1.250	1.000	0.000
291.000	32.536	128.590	49.339	52.631	4.065	35.398	1.250	1.000	0.000
292.000	32.529	129.203	49.360	52.649	4.065	35.363	1.250	1.000	0.000
293.000	32.527	129.668	49.388	52.691	4.066	35.228	1.250	1.000	0.000
294.000	32.519	129.865	49.406	52.699	4.066	35.256	1.250	1.000	0.000
295.000	32.508	129.758	49.413	52.710	4.066	35.153	1.250	1.000	0.000
296.000	32.496	129.332	49.397	52.714	4.066	35.056	1.250	1.000	1.000
297.000	32.483	128.667	49.364	52.678	4.066	35.293	1.250	1.000	1.000
298.000	32.479	128.084	49.326	52.641	4.066	35.472	1.250	1.000	1.000
299.000	32.475	127.881	49.288	52.586	4.067	35.715	1.250	1.000	0.000
300.000	32.475	128.169	49.273	52.565	4.067	35.671	1.250	1.000	0.000
301.000	32.475	128.746	49.284	52.582	4.067	35.660	1.250	1.000	0.000
302.000	32.476	129.333	49.303	52.605	4.068	35.671	1.250	1.000	0.000
303.000	32.478	129.724	49.328	52.631	4.068	35.614	1.250	1.000	0.000
304.000	32.481	129.829	49.341	52.642	4.068	35.588	1.250	1.000	0.000
305.000	32.486	129.625	49.338	52.645	4.068	35.642	1.250	1.000	0.000
306.000	32.484	129.095	49.315	52.636	4.069	35.793	1.250	1.000	1.000
307.000	32.490	128.434	49.281	52.603	4.069	35.966	1.250	1.000	1.000
308.000	32.492	127.955	49.237	52.558	4.069	36.092	1.250	1.000	1.000
309.000	32.500	127.917	49.207	52.504	4.069	36.216	1.250	1.000	0.000
310.000	32.508	128.343	49.195	52.497	4.069	36.132	1.250	1.000	0.000
311.000	32.517	128.963	49.207	52.516	4.070	35.950	1.250	1.000	0.000
312.000	32.525	129.508	49.228	52.534	4.070	35.785	1.250	1.000	0.000
313.000	32.538	129.815	49.247	52.567	4.070	35.799	1.250	1.000	0.000
314.000	32.549	129.825	49.258	52.581	4.070	35.749	1.250	1.000	0.000
315.000	32.553	129.530	49.252	52.606	4.070	35.631	1.250	1.000	1.000
316.000	32.557	128.941	49.224	52.584	4.070	35.687	1.250	1.000	1.000
317.000	32.566	128.296	49.183	52.530	4.071	35.776	1.250	1.000	1.000
318.000	32.572	127.929	49.143	52.491	4.071	36.031	1.250	1.000	0.000
319.000	32.585	128.037	49.119	52.456	4.071	36.006	1.250	1.000	0.000
320.000	32.590	128.543	49.121	52.460	4.071	35.905	1.250	1.000	0.000
321.000	32.598	129.165	49.145	52.484	4.072	35.689	1.250	1.000	0.000
322.000	32.603	129.674	49.175	52.509	4.072	35.726	1.250	1.000	0.000
323.000	32.608	129.924	49.193	52.523	4.072	35.575	1.250	1.000	0.000
324.000	32.617	129.866	49.202	52.534	4.072	35.535	1.250	1.000	0.000
325.000	32.625	129.486	49.193	52.539	4.072	35.538	1.250	1.000	1.000
326.000	32.634	128.856	49.164	52.513	4.072	35.696	1.250	1.000	1.000
327.000	32.639	128.268	49.122	52.456	4.073	35.915	1.250	1.000	1.000
328.000	32.651	128.041	49.091	52.411	4.073	35.940	1.250	1.000	0.000
329.000	32.661	128.299	49.074	52.406	4.073	36.012	1.250	1.000	0.000
330.000	32.668	128.852	49.075	52.413	4.073	35.905	1.250	1.000	0.000
331.000	32.670	129.390	49.091	52.437	4.074	35.765	1.250	1.000	0.000
332.000	32.679	129.733	49.113	52.470	4.074	35.674	1.250	1.000	0.000
333.000	32.685	129.794	49.125	52.479	4.074	35.609	1.250	1.000	0.000
334.000	32.689	129.558	49.123	52.482	4.074	35.591	1.250	1.000	1.000
335.000	32.691	129.018	49.098	52.465	4.074	35.682	1.250	1.000	1.000
336.000	32.695	128.372	49.064	52.434	4.074	35.675	1.250	1.000	1.000
337.000	32.695	127.937	49.021	52.374	4.074	35.835	1.250	1.000	1.000
338.000	32.701	127.953	48.997	52.326	4.075	35.950	1.250	1.000	0.000
339.000	32.713	128.393	48.995	52.330	4.075	35.893	1.250	1.000	0.000
340.000	32.722	128.978	49.011	52.366	4.075	35.761	1.250	1.000	0.000
341.000	32.725	129.454	49.037	52.385	4.075	35.554	1.250	1.000	0.000
342.000	32.728	129.678	49.058	52.402	4.075	35.625	1.250	1.000	0.000
343.000	32.731	129.596	49.068	52.418	4.076	35.444	1.250	1.000	0.000
344.000	32.730	129.203	49.051	52.419	4.076	35.437	1.250	1.000	1.000
345.000	32.731	128.595	49.022	52.373	4.076	35.559	1.250	1.000	1.000
346.000	32.726	128.072	48.983	52.335	4.075	35.698	1.250	1.000	1.000
